label,tweet
sadness,"WesTerima kenyataan mbah, anak lanange lebih kelihatan muda menawan, tegap dan gagah, ketimbang suaminya Cemburuuuuu Suami merasa anak lanange lebih sering dibanggakan dari pada suamine dewe "
sadness,"Pernah gak kalian ngerasain dulu kalian pernah amat sangat menginginkan sesuatu dan berjuang mati2an buat dapetinnya. Tapi suatu saat kalian berhadapan sangat dekat dgn hal tersebut dan tatap dalam2 lalu terlintas pikiran... ""wait, kayaknya sekarang aku udah gak mau ini lagi deh"""
fear,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan
anger,"Nah trs ai bakil pan, pesen gojek. Ebuset, no signal. Sekalinya ada, dpt driver nih, marah2 ora jelas. Udh kakek2 emang, tp ya annoying aja beliau itu. Ingin berkata kasar, tp diriku lg penuh dosa. Jd ku tahan."
anger,"Haha kasihan juga kpd akun ini.Belum sembuh juga sakit dendamnya.Sepnjang hari,kerjanya usilin Anies.Dikiranya Anies aware.EGP.Pdhl konco2nya sdh bnyk yg insaf.Yg ini,belum.Tunggu struk. [URL]"
anger,"[USERNAME] Sy sudah menghubungi halo bca 1500888 dan tekan 1, 1, dan 0. Saya sdh melakukan itu sampai 10X sampai pulsa sy habis. Dan jawaban nya selalu maaf operator kami sedang sibuk. Gimana mau cek status sy"
sadness,"tadi ke raacha karna bm tomyam nya, tbtb mas2nya yg nyiapin meja bilang ""kok mukanya kaya ga asing?! sering kesini ya"" wkwkwk mas nya tau aja :("
anger,rada' ksel juga ya stiap mau expo pasti h-1 yg dpnya klo gt mah boro' mau brangkat psen tiket aja mals . atau nggak yg gni * udahh d malang beb aku isi ya dp skrg * rasanya pngen gw jotosin palanya .
sadness,Lost 3kg in a month gara2 kerjaan yang cukup bikin stres. Padahal dari zaman kuda susah banget nurunin sekilo doang. Daku tersenyum perih [URL]
anger,"[USERNAME] [USERNAME] Ini baru yg katanya heboh gmana gaberner n wklnya,gmana tuh kok nggak dibenerin emangnya zaman kolonial..rusaklah negara eson"
happy,"So yeah, setelah empat tahun, akhirnya kami bareng-bareng menerbitkan buku kumpulan cerpen sendiri. Judulnya #TSYGMC. Buku ini diterbitkan oleh [USERNAME] dalam format fisik dan e-book. #WorkshopCerpenKompas2014 [URL]"
anger,Seharian tadi Surabaya Macet !!! Lampu merah dibikin yg baru ( Samping Bank Mega Darmo dan di depan KFC Darmo ) malah makin macet bukanya tambah lancar... #Curcol #Surabaya #SurabayaMacet
anger,"Ah mudik kok dilarang lewat toll.. dasar tolloll.. kalau lewat ngutang wajar,,,kita bayar kok BONG. Lagian kalau kaga boleh lewat,tiap pintu toll kasih dah tulisan, TOLL khusus CEBONG dan KACUNG.. nanti kita baru sadar.."
anger,"Bilangnya selo tapi disuruh kerja ogah2han nanti capek dll. Kalau kerja sudah lillah sm ikhlas, mau capek atau engga itu dipikir belakangan atau malah ga dipikir sama sekali. Toh nanti kita juga yg untung dpt pengalaman dan pembelajarannya"
happy,duh sumpe ngakak hahaha jaman kalo ngetweet terus keliatan 'via blekberi' itu lo udah masuk kategori anak gaul tingkat international ya duh susah sih kalo knalpot dikasi nyawa mah begitu jadinya
happy,"[USERNAME] [USERNAME] Terima kasih banget pak presidenku n kabinet dgn hsl kinerja yg mulia nkri tdk dipandang enteng,semoga ttp kita jaga n terjaga warsan tsb"
happy,"Kemarin buku #TSYGMC ini sempat di-twit oleh Mas Agus Noor untuk tagar #bacabuku-nya. Seneng gitu liatnya, biarpun gue anak murtad dah sejuta tahun lamanya ga nulis fiksi  #WorkshopCerpenKompas2014 [URL]"
sadness,"Aku kasihan sm Mama Hulk Ijo ini bah, membesarkan anak yg bahkan ngga punya nyali shg pake akun anonim. Badan besar otak kosong. [URL]"
happy,"BGSD GUE NGAKAK MALEM2 NONTON INI, ANJIR SERIUS INI QALQALAHNYA MANTEP BANGET ASTAGAAAAAA RECEH BANGET GUAAAA [URL] via [USERNAME]"
anger,[USERNAME] Jasa pengiriman sangat tidak profesional!! Sampe kapanpun gak akan pake jasa pengiriman ini lagi.... menanggapi pengaduan lama! Awas aja paket sy yg nyasar krn petugas anda salah input sampe ilang berarti su Viralkan!
sadness,Keinginanku utk membeli ini itu seketika terhenti krn 1 kalimat Emang punya duit? Cuma nyokap doang yg bisa ngomong gitu krn gmn ea kan beli pake uang jajan dari siapa 
sadness,"Iya aku baru ingat dia dulu pernah lelah menunggu aku yang menganggapnya hanya teman, dan saat ini aku yang lelah menunggumu untuk kembali memelukku lagi."
happy,"Bun, aku bantuin nempatin es buah ya... ""Tumben banget, ah pasti kamu mo ngisi paling banyak di gelas kamu kan."" ""Ehee... Bunda tau aja"" [URL]"
anger,Bukan tipikal orang yang mesti dimaintain dengan chatting terus terusan sih aku tuh memang Males juga Cuma ya... When you got time please reply mine
anger,"lebay bgt sih masalah kygt doang sholat lo makanya makanya cerita, terbuka ama orang Y njing. kl solusinya kekgitu doang mah gaperlu dikasitau"
sadness,"Apapun yg terjadi aku tdk boleh menjadi seorang yg selalu bersedih. Kalo memang mungkin bukan dia yg menginginkan mu, mungkin ada dia luar sna yg msih menginginkan mu."
happy,"[USERNAME] [USERNAME] ""Terima kasih yah!!! Aku happy banget tadi. Meskipun aku sampai muntah tadi dan sempat kesedak tetapi aku happy banget..."" #sedooooottt"
happy,"Jadi hampir seminggu nyari jam tanggan yang cocok di gue dan cocok di dia. Gue mau ini dia gamau, dia mau itu guenya gamau. Trus akhirnya dia selalu menyerah dengan pilihan gue huhu macii. trs dia pilih abu2 gue pilih hitam (warna gak couple gapapa) trus dia bilang 'yaudah hitam'"
anger,"Indonesia baik baik saja kok brisik amat ya Di kampung2 orang2 yang kalian ""jual"" susah, miskin, dan sejenisnya nyatanya biasa saja Masih pada merokok tak berubah... Tagarmu makan sendiri ya... HAHAHAAHA"
anger,"supir bak hilux tolol, jalanan lebar bisabisanya ngelindes kaki w. Udah gt pas kaki gua kelindes malah bukannya mundur/maju cepet cepet kok malah hah hoh hah hoh. sakit tot. bodoh dipelihara, kucing tuh dipelihara"
happy,"My favorite song in albums Terimakasih Nambawan, terimakasih Dynamic Duo, terimakasih GRAY oppa, terimakasih semuanya Lagunya membuatku mood booster untuk kerjain skripsishit #WannaOne #nowplaying [URL]"
anger,"[USERNAME] kalo memang gak sanggup, lambaikan tangan ke camera aja bro. Nanti ada yang jemput. Pleaselah stop komen aneh2 tentang negara ini, anda khan salah satu petugas pemerintah juga tho ??? [URL]"
anger,temen : kuliah dimana cik? me : binus. temen : jurusan apa? me : psychology temen : bisa baca sifat gue dong? coba dong baca gue orgnya gmn EH NYET. NIH YA KL GUE BISA BACA SIFAT ORANG MAH GABAKALAN GUE GAGAL DALAM PERCINTAAN MULUS PASTI HIDUP GUE TANPA ADANYA FAKEFRENDZZ
anger,"Siapa sich yg dipercaya FZ polisi yg sdh bekerja dg tepat wkt dan cekatan, tetap ga di percayai, mungkin hanya di sekarang lari ke arab itu aja yg dipercaya, bgmn rakyat mau percaya FZ dan FH yg selalu nyinyir tanpa bukti"
sadness,Wktu masih jaman sekolah kalau ada laki2 yg suka boro2 mau nanggepin ..yg ada malu nya minta ampun smpe tuh laki malah d musuhin!! Tp bocah jman skrng jomblo bentar galau nya minta ampun  ..gmn klau mereka kaya gua yg jomblo 7 tahun  #OldMoneyGakNgerasain
happy,"model kecil tapi asal halal, bakal aja ada yang beli, bakal aja ada yang order, pas keliru bakal ada aja yang jujur. ""lu kata siapa ndri sotoy banget."" gue udah ngalamin sendiri, dari jualan pulsa dan kuoat internet 100 ribu doang. sekarang ketutup ongkos gue buat pp kerja."
sadness,"Menamai, tapi lupa memaknai. Memenangkan, tapi enggan menenangkan. Mendewakan, tapi tidak saling mendewasakan Mencintai, tapi gemar mengintai Akhirnya memutuskan putus"
sadness,"Apabila kamu sudah tidak dianggap ada, jangan merasa bahwa kamu itu invisible, tapi merasalah intangible. Seenggaknya kamu tetap berharga meskipun tidak berwujud. #skripsibaper #kapanmarineeeeeeeeyaAllah"
happy,Jodoh itu kalau sudah waktunya ya akan ketemu juga. Minggu lalu Bli datang bawain kain. Hari ini Emak pulang membawa kebaya bordir. Yang dikasih kegirangan krn sekarang jadi punya sepasang baju cantik  [URL]
happy,"karena aku merasa tidak ditanggapi dengan akun terkait, maka aku putuskan untuk report feed tersebut ke pihak Instagram. well, hari itu juga feed yang aku report dihapus pihak ig. im happy because Instagram concern about copyright issue"
anger,"Pengajian yg ustadznya provokator dan mulut jamban, wajib dibubarkan."
happy,Akhir akhir ini banyak ketemu orang orang baik. Padahal umur mereka masih muda tapi masyaAllah ibadahnya luar biasa. Aku waktu ukur segitu ngapain aja? Sibuk sama oppa korea
sadness,"Ada berita pendeta yg ngebunuh anak angkatnya kalo ga salah, itu pun korban dalam kondisi hamil, sebelum dibunuh juga diperkosa dulu, miris kali"
anger,"Itu pulau buatan mumpung baru jadi pulaunya belom apartemennya ya di cancel lah, nantinya untuk kepentingan rakyat DKI. Nah kalau tempat sampah di cancel enaknya buat apa? Masa buat melihara kecebong "
sadness,"Adaa saat dimana emang lelah dalam perjuangan, ketika satu tujuan tidak memperlihatkan keterbukaan, lebih baik memilih mundur, untuk menggapai tujuan yg lainnya."
sadness,"Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur, kurang minum air putih atau sudah tnggl hitung kalender saja"
anger,"Ustad radikal ya radikal tambah lagi disuap itu maunya dia terbukti 1T Rizik cabul dapat setelah kerahkan 212 yg tolol, sekarang pendukungnya cm bisa gigit jari dibodohi imam cabul kabur ke Arab.., makan tuh janji sorga. [URL]"
sadness,"E btw ya, tumblr bener2 di blokir bwt indo yak :( Setelah berbulan-bulan, akhir nya app nya beneran kaga bisa di buka Ngiteeeerr mulu itu"
anger,Warga DKI yang dimintain THR gak usah pada ngedumel ngapah.timbang setaon sekali aja juga dimintainnya.lgian kayaknya itu suka rela deh.gak dipatok harus sekian-sekian. Parcaya deh rezeki anda akan semakin mambah 
sadness,"Tak yakin ku kan mampu hapus rasa sakitku. Ku selalu perjuangkan cinta kita , namun apa salahku? Hingga ku tak layak dapatkan Kesungguhanmu. . ."
sadness,"Kadang suka bingung, sama orang yang seluruh hidupnya dia habiskan untuk berdebat. Memperdebatkan hal-hal yang sebenernya sepele tapi buat dia itu hal yang pantas untuk diperdebatkan. Serahlau gw cuman bisa terngowoh~"
happy,"[USERNAME] makasih banyak [USERNAME] atas kerja kerasnya ,nggak papa EXO nggak jadi kesini semoga EXO Planet #5 EXO bisa kesini amin , terimakasih banyak [USERNAME] :')"
anger,"Gak habis pikir, sama orang yg bener2 udah mau nikah hitungan tinggal bbrp bulan lagi tp masih tetep main belakang. Otaknya mati kali ya! Jauhkan dari laki-laki kyk gitu Ya Allah"
anger,"Ini!!! Banyak yang bilang milih sopir mobil harus yang bener, karena bisa membawamu masuk jurang. Lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya SIM A dan jam terbang tinggi? [URL]"
sadness,"Udah buru2 pulang biar bisa nonton ""The Clash of Titan"" eehh.... Serena memutuskan retired karena cedera otot lengan. Ya gimana lagi...kesehatan adlh yg utama kan. Setelah ini udah jelas, i'm rooting for Maria Sharapova. #RolandGarros18 [URL]"
anger,"kaum kampret tetep mikirnya kebalik seperti kampret dipohon, mana ada WTP buat 2018? Yg ada WTP 2017, GOBLOG kok ditunjukin."
happy,"Precious feeling gue bener pasti dapet rappline. Pas, buka ehh beneran dapet mas namjoon sama koh yoong seneng banget aku tuh"
happy,"Setelah lebih dari 100 purnama menunggu. Kerja keras insan TVRI untuk lepas dari opini disclaimer, terjawab sudah. Semangat menuju WTP tahun depan. Insya Allah."
happy,Mission accomplished! Yang penting udh ngenalin [USERNAME] ke mama papa. Tinggal tanggal mainnya lagi kaaan. Dia yg syahadat atau aku yg di baptis Wagelaseh... gimana menurut edak?? [USERNAME]
happy,"Terima kasih Saling mengingatkan dengan yang baik, semoga menjadi berkah bagi kita semua"
happy,[USERNAME] Alhamdulillah pak panglima n pak kapolri dgn selamat ditujuan kian sinergi tni n polri utk seantero nkri met tugas n sukses selalu
fear,Kalau di lihat kebelakang ternyata sudah 4 tahun terkhir kali benar-benar berjuang sampai titik akhir. Dan sekarang untuk memulai lagi kyknya masih malas. Atau emang blm bisa membuka pintu yg lama terkunci atau hanya takut saja. Yaasudahlah jalani saja hidup ini.
anger,Pecat aja. Ngga mengemis pada pemerintah. Berhenti jd munafik.
happy,"SUBHANALLOH....... setelah ngetes anak MI yg sdh Khatam Al Qur,an baca surat pendek dan lancar Bupati : Hebatt ! Sekarang kamu ngomong sama pak Bupati, mau hadiah apa? apa saja boleh, tinggal ngomong saja nanti pak Bupati Kasih. Siswa : aku mnta hadiah DOA saja dari Pak Bupati"
love,"Aku tak mudah untuk mencintai, aku tak mudah mengaku ku cinta, aku tak mudah, mengatakan aku jatuh cintaaaaa. Senandungku hanya untuk cinta, tirakatku hanya untuk engkau, tiada dusta sumpah ku cinta, sampai ku menutup mataa. biarlah seperti langit, kau pandangi setiap hari,sesak tak bisa dimiliki. Aku biarlah seperti langit, jika suka kuberikan senja, jika duka kuberikan nestapa."
love,"Kesabaran mu menghadapi ku yg membuat ku bertahan, perhatian mu yg membuat ku bertahan sayang mu pada ku pulang yg membuat mu bertahan,Keyakinan mu menjaga ku lah yg membuat ku bertahan... trimakasih sayang smoga bs lewati semua #LDRkronis"
happy,Ternyata anak tsb minta di doakan agar kelak bisa jadi dokter.... dan pa Bupati mencium tangan anak tsb serta di doakan...... Luar biasa [USERNAME] [USERNAME]
anger,"dan yang terjadi adalah seseorang membalas wa status ku begini ""bang, kenapa diklaim sampe kekgitu, kan cuma foto"" Cuma foto dek? balasku begitu ! walaupun cuma ""foto"" itu juga hakcipta aku kembali bertanya seandainya karyamu digunakan orang lain tanpa izin perasaanmu bagaimana?"
sadness,Dokter knp kamu tega gak ksh aku salep bwt lebam memar2 aku..tp aku cm dksh vitamin+obat nyeri aja..pdhl tensi aku normal 110/70. Tp malah dksh vitamin. Salep yg aku butuh bgt tp gak dksh 
happy,"Wozniacki out! Daria Kasatkina ini lhoo..mainnya gendeng, super kencang & nampar2. Hebattt. Goodluck!  #RolandGarros18 [URL]"
sadness,"Jijik apalagi yang cowok joged2 depan kamera lepas baju cuma pake boxer, apa coba.. bikin martabat cowok turu. Drastis"
anger,"Biji lu dia nolak, imam mata duitan kok lu percaya dia nolak?? Sdh mata duitan mesum pula, yg gigit jari pendukungnya yg Tolol"
fear,"Ngasih tehaer ke keponakan. Baju dua biji celana sebiji koko sestel sama jaket sebiji udah lebih setengah juta. Pesan: kalo lo belum sanggup secara finansial, pikirin lagi punya anaknya."
anger,"Sebenarnya admin twitter [USERNAME] brp ribu orang si, no resi ditny berulangkali!! Tu alamat paket dan struk beda ama yg di input pas tracking, alias paket nyasar!!!"
sadness,"kenangan SMA, tiap pulang sekolah sebelum pulang minta uang ke temen2 cewek masing2 seribu bilangnya buat bensin, tapi malah nyasar ke warung nongki beli udud hahahahah :("
happy,"Dulu mah kalo mau SMS dosen kudu banget mikirin kata-kata biar sopan takut Salah ngomong, pas udah lulus mah udah kaya temen aja sih wkwkw Gimana ketua kelas [USERNAME] [USERNAME] [URL]"
happy,Aq yaqin Pentagon - Shine bakal jadi lagu seribu umat juga wkwkwk tapi untuk saat ini Ikon - Love Scenario masih debessss sih hhhh dimana2 lagu itu anjerrr
sadness,"Jaman dulu fotografer masih jarang maen photoshop, foto yg banyak micin'nya banyak yg suka. Sekarang setelah banyak aplikasi photoshop yg semua orang bisa download free di hp, orang udah mulai mual lihat foto yg kebanyakan micin"
anger,Apa seneng banget ya refreshing? Seneng banget gitu mencari udara segar? Lah kalo udah terlaku sumpek disini ya kan mending gausah lebay2 minta pulang kesini kan? Kita udah ga minta2 dia selalu disini kaya dulu loh.
anger,"I FEEL YOU [USERNAME]. Seringnya si bukan krn ga kepake, tapi lebih krn ga 'sesuai' gitu. Bisa mencak2 seharian aku dan mulai menyingkirkannya.......soalnya kalo masih keliatan, ky yg pgn marah sendiri. Sakit"
happy,"Selamat pak [USERNAME] resmi jadi bapak, sekedar saran sering sering si jagoan dikasih dengar lagu YNWA sama tonton pertandingan Liverpool... Biar ngerti sejarah dan kesetiaan haha"
anger,"Heran dengan RKHUP ngawur. Keknya yg merancang ngawur juga deh. Sampe-sampe tdk mempertimbangkan dan melibatkan pihak lain. Elo-elo anggota perancang, jgn sesuka hati membuat RKUHP utk mnguntungkan drimu sendiri. Heran, masih betah aja makan gaji haram gitu."
sadness,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Iya menurut wangsit sih begitu. Tapi ini diundur lagi jadi pesimis deh sama ini negara, terus aja php tuh."
anger,"Lu sebut ""Bumi Pancasila""? Ustadz lu sebut, ""PANTATCINA"". Demokrasi = thoghut. OTAK"
love,"Um thanks for [USERNAME] yang nayangin teleseries "" jejak suara adzan "", jatuh cinta sama trailer dan eps pertama. Ditambah pemeran dimas, my favorite actor. "
anger,"Banyak yg tnya dan nawarin, knpa sih gak kerja di bank? Kenapa sih gak daftar jdi PNS? Blablablaaahhh...jawabannya sederhana, gak tertarik dan jgn dipaksa. Makasih...."
anger,"[USERNAME] NKRI GUNDULMU,, wong pendiri bangsa ini jelas2 menentang israel kok lu mmbela israel,,Dsar kaum2 munafik, mending baca ni biar gk dungu [URL]"
sadness,Terlalu miris melihat org yg berkedok apa laginseorg oendidik agama namun tak pernah bijak menggunakan tata bahasa menyinggung org lewat media sosial.
happy,Bukber pertama dgn org tersayang...  [USERNAME] [USERNAME] [USERNAME] [USERNAME] syngx kurang [USERNAME] dan [USERNAME]
anger,"Kok gak tertarik? Pdhal enak loh gajinya besar, dpt tunjangan, uang pensiun dll. Kok munafik sih? Ahh bego lu jdi orang. Terus mau jadi apa dong??"
happy,"Enaknya jadi wanita, jadi model jilbab dibayar. Pakai baju atau jilbab bagus pasti ada yang nanyain beli dmna. Ujung"" nya gue jualan wkwkwk. Dasarrr otak dagang. Lumayan lebaran bisa bagi"" THR ke krucil"" dirumah. Ramadhan berkah. Enak juga ya jadi feminim  "
fear,"Bingung lvl bbrp bulan terakhir muka kering parah, pake yg biasa udah nggak mempan padahal biasanya kulit muka mentul2 lembab enak banget. Trusan ganti produk malah rusak mukanya, ganti lagi jadi mendingan tp msh kering. Dilema mo ganti lagi apa balik ke yg dulu apa ganti yg lain"
anger,Belajarlah ONTIME mister olala. Ckp sdh setahun trs2 an telat. Rmh dkt. Ditegor kitudeui2... Jubras jebris.. Punyan panyun.. Batur mah 3X salah lsg SP 3... krg sabar kumaha deui aku.
anger,[USERNAME] [USERNAME] Apa menangkap teroris musti pake pisang Ambon? Kau kok selalu bela mereka. Ada apa ini? Bahkan usus terurai akibat ledakan pun kau bilang kampanye penguasa. Sinting !!!
sadness,"Ga kerasa minggu dpn udah lebaran aja. Bahkan belom bolong sama skali dan ngrasa kayak ibadah kurang gt. Efek libur panjang, kerjaan sebulan diabisin seminggu"
anger,"Anjir. Kenapa apkl gojek harus ada nomor telp nya. Udah kek bpjs aja no telp wajib, ga sekalian tuh wajib nama orangtua biar bisa ijab qobul-_-"
sadness,"Ah sayang, ternyata kamu memilih pergi, padahal sudah kusiapkan cerita indah jika kita lanjutkan, hmm kamu tidak tau aku penulis yang handal -shijin"
sadness,"Bila caring,biar betul2 dengan niat ikhlas.Bukan dgn harapan org itu akn mlkkukan pkr yg sama trhdap kita.Kesudahannya,sangat menyakitkan bila seperti x diharapkan. :')"
sadness,"Kadang saya rindu. Rindu ketika awal kita berkenalan, rindu ketika kamu selalu ada waktu, dan rindu canda tawa yg kita ciptakan pd setiap chat. Ya lord"
anger,"Kantor pusat ni gimana, pake mendata medsos kantor vertikal di bawahnya dan nyuruh follow akun medsos kanpus. Padahal di jam kerja aja kami gak bisa akses medsos via jaringan kantor. Disuruhnya buat akun medsos (fb, ig, yutub, twitter) kantor kalo blm ada."
happy,"Buka facebook, homepage penuh ama politik.. Buka IG, liat muka orang gitu2 aja.. Buka twitter, gua bisa ketawa2 baca twit orang..HAHAHAHAA"
sadness,"Tersenyum saja walau terpaksa saat kau di khianati sahabat atas janji dan sumpah setianya, karena kau sdg di perlihatkan betapa bangsatnya dia dan dijauhkannya hatimu dari memberi rasa sayang padanya"
fear,kalian pernah ngga sih ngerasain gmn rasanya deg degan nerima sms pemberitahuan kuota tinggal 7mb sementara kalian lg asik-asiknya tlponan dan harus keluar cari kuota lg supaya bisa lanjut ngobrol.
sadness,"Pedihnya hatimu krn di dzolimi, jadikan itu amplas sakti utk membentuk diri yg lbh kuat dan tegar... membentuk diri lbh bijak dan berbuat lbh banyak kebajikan"
happy,"Nah hari ini kaka gue memutuskan naikin uang makan gue biar ga makan di kfc mulu, ga bergizi katanya. Dan di hari pertama uang makan gue naik, gue memilih buka puasa pake baso uang makan ada kembalian, hati happy. Makan mah yg penting bismillah"
happy,Hiburan di hape klo ga lihat #recehkantwitter ya minta google assistant buat ngirimin joke macem ini. Hidupku memang kek uang kembalian. [URL]
anger,[USERNAME] [USERNAME] Halaaahh di kritik dikit langsung ciduk... apalagi ketemu... noh kacung2mu braninya emang di medsos doank giliran diskusi terbuka plangaplongo.. ngalor ngidul kabuuuurrr
anger,klo milih pemimpin bukan petahana nanti jadinya gub tidak tahu & males kerja spt ini  [URL]
sadness,"Menggapai cita2 kadang bukan hal mudah. Cita2 pengen jadi dokter, tpi gak ada uang. Cita2 pengen jadi tentara tapi gagal tes kesehatan. Pengen jadi artis tpi orang tua pengen anaknya jadi insinyur. Ngiri gak sih sama orang2 yg dikasih kesempatan terbuka lebar tpi gak dimanfaatin?"
anger,Banyak orang yg berjuang tuk menggapai cita2 itu bener2 netesin darah+keringat. Tpi ada juga org yg sudah di sediain karpet merah masih menyia nyiakan kesempatan.. Kadang gw suka kesel dan pengen gw toyor org yg bgitu..
happy,"Humorku sebatas denger rekaman penipu yg gatau bank Standard Chartered, lalu dia dengernya bank pancar, bank pancer, bank sejahtera, lalu ujung2nya, ""Oh, bank rakyat indonesia itu, Pak?"" ""Bukan, stanchart."" ""Bank-nya gaada di jakarta itu, Pak."" . . Ya Lord. Gitu aja aku ngakak."
anger,"Udah lagi pusing. Di chat abang gojek, yg mana dah lupa karna dah banyak banget yg jadi driverku. Terus di chat sama anak seangkatan yg chat nya alay banget ""lum bubu si?"" Pengen muntah!!!"
sadness,Semakin dekat dengan orang maka yang sangat diperlukan itu sebuah pengertian yg besar... Ngerti kalo dia banyak kekurangan dan kamu juga begitu... Ini susah banget sih dilakuin di kehidupan nyata... Heemmmm
anger,[USERNAME] Itu pak Marjuki ngerti ndak... Faham ndak.. Yg di waspadai yg radikal kalo ndak radikal ya dak usah hawatir.. Kalo tersinggung jangan2...termasuk radikal ya....???
anger,[USERNAME] [USERNAME] Mekanisme pemilihan direksi dan komisarisnya dgn cara gmna ya? Sontoloyo khan uang rakyat dipake buat gaji BOD dan BOC yg model gini....
happy,Dua kaos saya yg bergambar mirip palu arit diamankan oleh orang tua Saya. Maklum kedua org tua sya emg pengabdi setia rezim orde baru. Tapi ya itu ga masalah sih :)
sadness,Apalagi buat aku yg suka analisis sikap perilaku orang dan mudah ilfeel bila tak sesuai penilaianku... Suka lupa kalo diriku ini juga gak lebih baik sikapnya dari orang yg aku ilfeel-in..
happy,"Kabar baik lagi, pas lihat2 shirtmovie di youtube, salah satu temen organisasi jaman kuliah sudah ada yg jadi produser film, shortmovie. Berkembang ajan hidupne"
anger,Palembang. Be nice please. Jangan dirusak oleh kelakuan orang orang yang isengnya ampun seanjing anjing gini. Katanya Kota Internasional? Hadeehh
anger,"Ketika politisi bicara jual agama agar dipilih atau didukung....itu tandanya tidak mampu, tidak bernalar, tidak punya daya kreasi!! #udahgituaja [URL]"
sadness,"Kenapa lebaran identik dengan baju baru, masak rendang & opor, belanja gila2an? Kalau buat yang kurang mampu, ngenes gak ya lihat sebelahnya belanja satu trolley?"
happy,Smile and say Alhamdulillah Terima kasihlah pada mereka yg telah membantu transformasi untuk menjadi the best of you dg semangat membara amarahnya
happy,"Kayak tudey... abis dikabarin Ibu bakal telat transfernya krn ada satu dan lain hal.. tp di satu sisi saya lgi byk keperluan.. tp yaudah, sy cm bls ""gapapa bu santai aja"" Eh, mashaallah dah malem ini tbtb rezeki masuk ditransfer dosen :"")"
sadness,"Kukira kita bisa berteman, lebih jauh bersahabat, tapi ternyata tidak Sepertinya dari pihakku saja yang berusaha Ah sudahlah, pencemburu sepertiku berhak apa"
happy,"5/6/15 Tiga tahun yang lalu, pertama kalinya ngenalin cowok ke orang tua dengan modus si cowok ini mau ngajarin matematika buat sbmptn. Whutttt 3 tahun??"
sadness,Song of Today Aku memang salah Aku memang hina Maafkanlah untuk semua Karna kau memang tak pantas Tersakiti lagi dan lagi Karna kulewati batas Melukai lagi dan lagi Dan aku tak bisa tuk mengakhiri #lagidanlagi #andraandthebackbone
sadness,"Nah gue ktmu org yg negatif, dia bawaannya pesimis mulu. Kita pny ide bagus, blm aja dijalanin, dia udh matahin ddpn. Tp di socmed dia, seakan2 dy udh ngerjain prestasi sgla2nya"
anger,"Nggak ""Ok"". Saya dulu pengagum [USERNAME] . Sekarang GAK respek"
happy,"Self Titled - Bin Idris (2016) Q tau mz haikal cs jago bgt bikin ambience jd nada di Sigmun, di album ini w kaget soalnya lagu2nya sm ambience di MV nya bener2 persis sm apa yg gue bayangin pas denger lagunya. Keren. W suka lagu Dalam Wangi, Calm Water, Rebahan"
happy,"dan demi apapun... walaupun hasilnya tak seperti yang saya harapkan, tapi saya lega. apa yang selama ini disimpan dalam hati akhirnya terucap dengan lepas. dan apa yang selama ini selalu menjadi pertanyaan dikepala akhirnya dijawab dengan jelas."
sadness,"Belum 3 bulan aing pusing gegara skripsi, lah ini udah kudu mikir proposal lagi. Ingin liburan, tp barusan aja balik dari liburan. Ga boleh sambat, tp gapapa kalau di twitter."
fear,"Biasa di negeri orang, taat aturan. Pulang ke indonesia sudah 3minggu masih kebingungan. Kalau ga jahat bakal di jahatin orang disini mah. Bener bener"
sadness,Revisi menumpuk badan mulai ngantuk . Hajar perut makan Pop Mie Goreng dulu kuy. Siapin stock Pop Mie di kosan biar revisi jalan terus
anger,"Sepertinya tatanan transparansi MASALAH ANGGARAN di pemProf DKI TERTUTUP sejak Anis menjabat sebagai Gubernur. Setiap detik selalu ramai dng masalah ""PEMBELIAN BARANG SILUMAN"" # AHOK SANGAT FAIR TERHADAP MASALAH APAPUN MESKIPUN HARUS DI PENJARA"
happy,"Kmren cerita2 sama tmen FIK [USERNAME] yg cerita perjuangan mencari data pasien gagal ginjal untuk skripsinya.. dibalik drama dan tantangan yg dihadapinya, tp mega dpt hal yg sepadan dg perjuangan dan air matanya"
love,"Qyara kau tau, ibumu adalah sosok terpenting di perjalanan hidupku. Dia merubah ku menjadi aku yg lbh banyak berfikir sebelum bertindak. Dia menekan ego dan amarahku. Dia seseorang yg mengenalkan ku pada apa arti kata mencintai dan menghargai. Aku sngt berterimakasih pdnya."
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] kelakuan kampungan kalian itu mbok ya jangan kelewatan lah,, malu2in.. #Peak212"
sadness,"Ketiduran jam 8 berharap bangun jam 3. Tp sekarang udah kebangun. Mw makan nanggung, mw lanjut tdr susah. Mw pke jurus ampuh, buka laptop biar ngantuk tapi laptopnya di kantor. Sekian dan terima THR"
sadness,Belum nemu (atau mungkin ga bakal nemu) sosok lain yang juga bisa nyambung-ngobrol-ngalor-ngidul sambil duduk-ga-pindah-tempat dari jam 15 - 22 atau bahkan 7 - 21 tanpa terdistraksi hp Miss him a lot.
